Title,Location,Company,Job description,Employement Type
Data Scientist (remote),"Toronto, Ontario, Canada", ,"Job Description

This is an engaging role that is part of our major industrial projects and involves with AutoMetrics' core software components related to real-time data analytics and ML. You will be part of the senior team and lead strategic projects and feature developments in alignment with business management team.

This role is yours if you thrive on innovating on the go and have an algorithmic way of thinking. Your ability to bring algorithms to clear codes is crucial to the success in this role.

Note: Multiple positions are available, so junior developers are welcome to apply. Stock option offers are available for senior developers.

Your Day-to-Day

Developing and testing machine learning and analytical models and software for different projects with varying requirements.
Closely collaborating with software development team, frontend / backend, to ship features relying on ML predictions and real-time analytics.
Preparing visualization and professional documentation to communicate insights.
Reviewing literature and staying updated with the latest developments in the world of data science and ML with respect to the scope of projects.
Critically analyzing and implementing advanced analytical models for automated anomaly/outlier detection and classification.
Able to and interested in potentially leading a small team of junior developers.

Qualifications

Proven expertise in classification models such as KNN, SVM.
Proven expertise in predictive models such as random forest, shallow neural net.
Experience being part of an ML/AI product development team.
Able to organize thoughts, present, and communicate complex concepts.
Proficiency in Python and basic knowledge of software development; any experience with other languages would be an asset.
Strong background in math and an analytical and curious mindset.
Experience with at least one of NLP, DL, CNN, RNN areas.

AutoMetrics is dedicated to helping its employees grow and develop technical and soft skills in an innovative and collaborative environment. AutoMetrics is an equal opportunity employer with an inclusive culture.

AutoMetrics is an industrial AI company focused on intelligent process monitoring and feedback. We enable unique applications through the innovative use of AI and advanced data transmission and processing technologies. Our Inspection 4.0 system for industrial welding is disrupting the status quo of gauging quality based on defects after the process, with real-time quality signal extraction and monitoring, like the intuition of an experienced human operator.
Show less",Full-time
Data Scientist (remote),"Toronto, Ontario, Canada", ,"Job Description
Would you like to join an innovative team driven by a bold vision
unleashing tools to accelerate breakthroughs in human health?
It is an extraordinary time for Standard BioTools. Our technology is empowering customers to improve life through comprehensive health insight. We invite you to join a leading provider of indispensable life sciences tools that is accelerating global research on multiple frontiers of human health.
At Standard BioTools, we are building a positive culture where our people can do the best work of their careers, informed, and influenced by our core behaviors:
Keep customers front and center in all of our work
Be accountable and deliver on commitments
Drive continuous improvement
Be collaborative and work as one team: fostering communications in a learning, coaching, and helpful environment
Standard BioTools is searching for a progressive, motivated Computer Data Scientist to support the exciting Therapeutic Insights Laboratory.
Description:
Working in a team environment, the Scientist will be analyzing customer data sets using verified workflows and will be working on the development of new tools for Imaging Mass Cytometry that utilize the latest developments in machine learning and advanced statistical techniques.
Work closely with project owners, collaborators, and other scientists on the team to evaluate existing platforms and define requirements for improvement.
Understand, design, and implement complex machine learning algorithms.
Identify, analyze, and resolve software issues and recommend enhancements or fixes
Qualifications:
Bachelor’s Degree in Computer Science or Mathematics with 3 years of experience
Basic understanding of immunology or cell biology
Familiarity with analyzing single cell data including flow cytometry data and data from imaging platforms
Experience in Computer Vision or Image Analysis
Development experience in Python, C/C++, Java, R, R Shiny or other high-level language
Experience with the development and use of machine learning algorithms for biomedical applications
Demonstrated ability to work independently
Familiarity with Agile Scrum methodology, unit testing (e.g. NUnit), code repositories (e.g., Git, Azure DevOps), coding standards, code reviews, team tools (e.g., JIRA, Slack), and software testing
Excellent interpersonal and communication skills
Ready to join an industry leader with a bold and ambitious mission that is enabling advancements in human health?
Apply online with your resume!
Standard BioTools is an equal opportunity/affirmative action employer. We will consider all qualified applicants for employment without regard to race, color, sex, sexual orientation, gender identity, religion, national origin, disability, veteran status, age, marital status, pregnancy, genetic information, or other legally protected status
Show less",Full-time
Data Scientist (remote),"Toronto, Ontario, Canada", ,"Delivering the best Spotify experience possible. To as many people as possible. In as many moments as possible. That’s what the Experience team is all about. We use our deep understanding of consumer expectations to enrich the lives of millions of our users all over the world, bringing the music and audio they love to the devices, apps and platforms they use every day.

We are currently recruiting for a number of roles and are looking for experienced Data Scientists to join our Core Experience insights team, responsible for experiences in our core iOS and Android applications. To help us drive and support evidence-based design and product decisions throughout Spotify's product development process.

As part of our team, you will study user behaviour, strategic initiatives, product features and more, bringing data and insights into every decision we make. Your work will impact how we think about our users, our ability to identify and satisfy their needs, and build compelling customer support offerings and experiences informed by those needs. This is a highly impactful role where you and the rest of the team will be able to directly impact how millions of Spotify users are supported around the world.

What you’ll do

Co-operate with cross-functional teams of data scientists, user researchers, product managers, designers and engineers who are passionate about our consumer experience.
Perform analysis on large sets of data to extract impactful insights on user behaviour that will help drive product and design decisions.
Communicate insights and recommendations to stakeholders across Spotify.
Be a key partner in our work to build out our product strategy so that we are relevant in the daily lives of consumers.

Who you are

Relevant experience or a degree in statistics, mathematics, computer science, engineering, economics or another quantitative subject area.
Strong interpersonal skills and are comfortable working with multiple stakeholders.
Know how to understand and tackle loosely defined problems and come up with relevant answers and impactful insights.
You enjoy sharpening questions and developing hypothesis for yourself and can think together with others while clarifying their assumptions and hypothesis.
Proficiency with Python, or similar programming languages.
Experience with Google BigQuery or proficiency in SQL.
Extensive experience using various analysis techniques, such as linear and logistic regression, significance testing, and statistical modeling.
A/B testing methodologies.

Where you’ll be

We are a distributed workforce enabling our band members to find a work mode that is best for them!
Where in the world? For this role, it can be within the Americas region in which we have a work location and is within working hours.
Working hours? We operate within the Eastern Standard time zone for collaboration and ask that all be located in that time zone.
Prefer an office to work from home instead? Not a problem! We have plenty of options for your working preferences. Find more information about our Work From Anywhere options here.

Show less",Full-time
Data Scientist (remote),"Toronto, Ontario, Canada", ,"Position Title: Data Scientist

Position Type: Regular - Full-Time

Position Location: Florenceville GTC

Grade: Grade 04

Requisition ID: 18048

We know the importance that food plays in people's lives – the power it has to bring people, families and communities together. Our purpose is to bring enjoyment to people’s lives through great tasting food, in a way which reflects our values.

Team Overview

Earth Observation at McCain operates as a new, independent start-up division under McCain Foods Limited. Through the use of satellite and other remote sensing technologies, the business unit delivers crop insights to McCain agriculture, farmers, and other non-competitive crop buyers to improve decision-making on crop production and agricultural practices under climate volatility.

The business unit aims to deliver data insight services globally across McCain and commercialize its offering for potato and other crops. We are a new, growing team looking to quickly scale this exciting technology.

This team will advance McCain’s commitments to regenerative agriculture through smart and sustainable farming practices. Its growth feeds into McCain's purpose with sustainability at the heart of producing delicious, planet-friendly food.

Job Purpose

As a Data Scientist/Analyst, you will work with a multifaceted team to derive crop insights from remote sensing and weather data. You will help build and improve predictive models in order to provide data products and solution strategies to meet our customers’ needs. You will work with team members during data acquisition and module improvements and work independently during model development.

This role can operate remotely if the individual prefers. Hybrid and in-office work arrangements are also available within McCain’s office footprint (primarily Toronto and Florenceville).

Key Job Responsibilities

Own assigned projects and tasks, delivering such on time while meeting predetermined acceptance criteria and providing timely and transparent status updates
Determine data requirements
Preprocess potentially messy data sets (clean and restructure)
Perform data extraction, processing, exploration, and analysis
Build and apply advanced statistical and/or machine learning models
Evaluate and report on the accuracy of model output
Perform comparative analysis and summary statistics
Actively contribute to proof of concept development

Key Qualification & Experiences

2+ years of experience working in a similar role
Post-secondary degree relating to mathematics, modelling, or data science, or a degree in biology or agronomy with a heavy focus in statistics or modelling
Required Skills:
Proficiency in Python
Proficiency in mathematical modelling
Experience in predictive algorithm development and data validation
Ability to work independently and as part of a collaborative team
Strong organizational, planning, and prioritization skills
Interest in continued learning and skill development
Enjoy tackling challenging problems
Valued Skills:
Experience with R, SQL, machine learning, Git, unit testing, time series analysis, data visualization, data pipeline processing, and report writing/delivery
Experience with remote sensing, GIS
Ability to identify new opportunities from existing data
Ability to identify new solutions to presented problems
Excellent problem-solving skills
Background in Biology, Agronomy, Weather, and/or Climate
Knowledge of sustainability policies and practices within agronomy or a similar field
Experience with Google Sheets

The above information indicates the general nature and level of work performed by employees within this classification. It is not a comprehensive inventory of all duties, responsibilities and qualifications required of employees assigned to this job.

McCain Foods is an equal opportunity employer. We see value in ensuring we have a diverse, antiracist, inclusive, merit-based, and equitable workplace. As a global family-owned company we are proud to reflect the diverse communities around the world in which we live and work. We recognize that diversity drives our creativity, resilience, and success and makes our business stronger.

McCain is an accessible employer. If you require an accommodation throughout the recruitment process (including alternate formats of materials or accessible meeting rooms), please let us know and we will work with you to meet your needs.

The health and safety of McCain employees and their families has been our number one priority since the start of COVID-19 pandemic. With vaccination restrictions easing across the globe we do not currently require employees to be vaccinated, but we reserve the right to change this mandate in line with health guidance and regulations in each country.

Your privacy is important to us. By submitting personal data or information to us, you agree this will be handled in accordance with the Global Employee Privacy Policy

Job Family: Information Technology

Division: Global Technology

Department: Predictive Crop Intelligence – Engineering

Location(s): CA - Canada : Ontario : Toronto || CA - Canada : New Brunswick : Florenceville-Bristol

Company: McCain Foods (Canada)
Show less",Full-time
Data Scientist (remote),"Toronto, Ontario, Canada", ,"At Spotify Advertising, our part of that mission is to build the next generation advertising platform for audio which can scale the freemium experience for hundreds of millions of fans and tens of thousands of advertisers. This scale brings unique challenges as well as tremendous opportunities to define the insights product for our business.

The Advertising Business Unit is responsible for the success of Spotify’s freemium business model that allows us to deliver an amazing audio experience to more than 380 million users worldwide. Together we’re paving the way for a sustainable global Spotify business that allows even more creators to make a living off their art. Come join us and help build the platform that powers promotion at Spotify.

We are currently recruiting for a number of mid-level data science roles within the Spotify Ads Product team. This team builds and maintains listener, advertiser, and podcast publisher facing ad products and systems that enable these products. Our goal is to create an awesome ad experience for our listeners, while also bringing value to our advertisers and publishers.

As a data scientist in this group you will use the whole range of data science tools and capabilities to conduct analysis related to one or more of the following areas of focus:

User-facing advertising product development
Client-facing product development for advertisers and podcast publishers
Platform and machine learning engineering performance

What you'll do

Perform analyses on large sets of data to extract practical insights that will help drive product, platform, and business decisions
Design and conduct A/B tests to drive iterative improvement to both user and advertiser metrics through efficient experimentation
Communicate data-driven insights and recommendations to key partners
Work closely with cross-functional teams of engineers, user researchers, product owners, designers, and business decision-makers who are passionate about Spotify’s success
Build lasting solutions to surface critical data and performance metrics
Help us develop our knowledge and practice around the development and evaluation ML driven and user-focused products
Develop individually to continue to grow your impact, and help mentor peers

Who you are

You have 2+ years of experience in a similar data science role and a degree in science, computer science, statistics, economics, mathematics, or similar quantitative subject areas
You have technical competence to perform advanced analytics: coding skills for analytics and data extraction (such as SQL, Python, Pandas, R), data visualization skills (such as Tableau, matplotlib) to distill insights and statistical analysis skills to tease out patterns from noise
You have strong understanding of statistics and extensive experience using various analysis techniques, such as linear and logistic regression, significance testing, and statistical modeling.
You value cross-disciplinary work and understand how to integrate qualitative research with your quantitative analysis
You effectively communicate with a wide range of cross-functional partners: you able to both explain complex concepts to non-technical stakeholders and have technical discussions with engineers
You are comfortable with ambiguity and fluidity: you are able to initiate, refine and drive projects to completion with minimal guidance, adapting to new learnings and changing contexts

Where you'll work

We are a distributed workforce enabling our band members to find a work mode that is best for them!
Where in the world? For this role, it can be within the Americas region in which we have a work location
Prefer an office to work from home instead? Not a problem! We have plenty of options for your working preferences. Find more information about our Work From Anywhere options here.
Working hours? We operate within the Eastern Standard time zone for collaboration
Show less",Full-time
Data Scientist (remote),"Toronto, Ontario, Canada", ,"Tencent Games is looking for a highly motivated Senior Data Scientist to join one of our studios in Canada. The successful candidate will be involved to help achieve the challenge of quality in our current games.

RESPONSIBILITIES

Collaborate closely with the Data team improving internal processes
Help game design, development and marketing teams to identify trends and opportunities
Develop advanced learning algorithms and statistical models to solve critical problems and help deliver incredible player experiences
Architect, implement, deploy, and maintain data science intensive applications
Synthesize data from various sources and extract useful information that will lead to improving the player experience, player retention, game design and effective marketing strategies
Extract and organize data into a reliable user-friendly form and present it to the interested and affected parties
Collaborate with others in implementing initiatives and projects surrounding content production, regional pricing, fraud prevention, vendors and customized offers; supporting and delegating tasks where needed
Follow up with additional analysis once initiatives have begun to determine success or need for continued improvements
Assist in designing and building business intelligence tools for data mining and reporting
Suggest improvements in tools and techniques to help scale the team
Conduct ad hoc data analysis based on current team needs and management priorities
Mentor other Data scientists with the team

REQUIREMENTS

Excellent organizational, communication and interpersonal skills
Bachelor’s degree in a technical or quantitative discipline (Mathematics, Economics, Statistics, Computer Science, MIS, other)
Minimum 3 years of tried and true statistical analysis and data mining experience
A passion for video games and understanding of gaming culture
Experience in the gaming industry, specifically Free to Play gaming is a plus
Experience using Python (or similar) for data analysis, and managing data through relational and non-relational databases (ideally some experience with PostgreSQL and Mongo DB)
Experience in productionizing data science applications and building/managing a data warehouse is a plus
Strong quantitative analysis techniques and qualitative methods, as well as predictive modeling
Demonstrated success presenting complex research data (both qualitative and quantitative) in a clear and compelling manner that inspires action
Excellent organizational, communication and interpersonal skills
Experience directing collaborative projects is a plus
Self-starter who can manage their time effectively and has the interest of integrating into a team of passionate, highly intelligent game developing ninjas
Show less",Full-time
Data Scientist (remote),"Toronto, Ontario, Canada", ,"Position: Full time

Location: Toronto, Ontario (Initially Remote)

About Us

NTENT provides a Platform-as-a-Service (PaaS), allowing industry partners to customize, localize and integrate search technologies directly into their business-to-consumer offerings. We are a unique group of brilliant minds intent on discovering, learning and building. We work in a vibrant atmosphere, with an emphasis on personal and professional development. This is an opportunity to tackle complex problems usually reserved for a handful of large companies in the search industry.

About The Opportunity

We are looking for a talented Machine Learning Engineer to join our team and deliver machine learning-driven products. The right candidate will work on development, deployment, and lifecycle management of machine learning models for various large-scale applications (natural language understanding, web search and ranking, recommendation, personalization, dialog/conversation management).

Keywords

Machine learning, natural language processing, learning-to-rank, online learning, deep learning, interactive machine learning, machine teaching, conversational agents, human computer interaction

Duties And Responsibilities

Design, implement, and deploy machine learning algorithms.
Manage machine learning algorithm lifecycle.
Coordinate data collection and annotation efforts.
Work with real-time data and content coming from various data sources.
Manage machine learning data pipelines.
Design tests for machine learning algorithm effectiveness and performance monitoring.
Design tools and interfaces for interactive machine learning and teaching.
Research and development on cutting-edge machine learning technologies.

Qualifications And Skills

Graduate degree in Computer Science with a strong background in machine learning required.
Strong problem-solving abilities, solid background in algorithms and data structures required.
Strong programming skills in Python and Scala required. Experience in other programming languages (eg. Java, R, Haskell) a plus.
Solid knowledge of machine learning tools (eg. scikit-learn, tensorflow, keras, pytorch, Spark MLlib) required.
Experience with distributed and streaming data technologies (eg. Hadoop, Spark, Kafka) required.
Experience with building and deploying API's with Docker and Kubernetes required.
Experience with natural processing tasks (eg. named entity recognition, language modeling, vector representations) required.
Experience with Elastic Search, Lucene a plus but not required.
Experience with ranking algorithms a plus but not required.
Experience with interactive machine learning (eg. active learning, reinforcement learning, machine teaching) a plus but not required.

The ideal candidate will be self-motivated, possess excellent communication skills (both oral and written) and be able to work independently. A keen interest in various aspects of natural language processing is essential in our multi-disciplinary team.

We offer a full comprehensive benefits package including medical, dental and vision. Employees receive a generous time off (PTO) plan and 13 holidays per year. We also offer 401(k) benefits, long term disability benefits and life.
Show less",Full-time
Data Scientist (remote),"Toronto, Ontario, Canada", ,"theScore, a wholly-owned subsidiary of PENN Entertainment , empowers millions of sports fans through its digital media and sports betting products. Its media app ‘theScore’ is one of the most popular in North America, delivering fans highly personalized live scores, news, stats, and betting information from their favorite teams, leagues, and players. theScore’s sports betting app ‘theScore Bet Sportsbook & Casino’ delivers an immersive and holistic mobile sports betting and iCasino experience. theScore Bet is currently live in the Company's home province of Ontario. theScore also creates and distributes innovative digital content through its web, social and esports platforms.

About The Role & Team

We are looking for a Data Scientist to join our Data team. The Data Science team here at Penn is responsible for building models and APIs to help improve the Barstool Sportsbook and iCasino products. Our team values creativity, collaboration, ingenuity, and ownership. We are looking for someone who is interested in advancing projects already underway including recommendation engines, player cohorting and classification, and A/B feature testing as well as who wants to bring ideas to the table to further our team’s mission of creating a world-class, data-driven product experience.

The Data Science & Machine Learning team will accelerate culture transformation by understanding the business goals, identifying the fundamental business problems, delivering data solutions and integrating products that will influence overall business strategy with a focus on prescriptive analytics and calculating the return on investment. While focusing on improving players’ experiences across all Penn Entertainment touchpoints, the team develops, builds, and deploys end-to-end systems and tools at scale to unlock additional value and create competitive advantages in our products and services. The team partners with all business units across the Penn Entertainment enterprise, including Barstool Sportsbook & Casino, theScore Bet, theScore Media, our corporate partners with retail objectives, Penn Gaming Studios, Absolute, and other various parties.

What You’ll Be Working On

About the Work
User classification and player clustering: we want to better understand our players and their behaviors so that they can be responsibly engaged
Recommendation engines: we want to direct users to content they want to see
AB Testing: we want data to inform the development of our products and features
Predictive & Prescriptive Analytics: we want to share in-depth knowledge on how our features are working and how our players are engaged
Developing pipelines and developing models: we work closely with data and infrastructure engineers to deploy our models and develop required data pipelines to automate training
Key Responsibilities
Develop best practices for our internal data processes that include model building, insight development, and education of consumers to encourage a data-driven culture
Design and build new predictive models and optimization routines that have an enterprise level impact. Applications include modeling and capitalizing on user behavior trends, delivering unique recommendations, and optimizing internal processes
Collaborate with other members of the Data Science and Engineering teams on ways to approach problems, augment code, and share new techniques
Deploy modeling deliverables in conjunction with functional team leaders and stakeholders (in Product, Operations, Marketing, etc.)
Analyze results using solid statistical methods to inform business decisions
Communicate clearly, efficiently, and empathetically with technical and non-technical stakeholders
Write and maintain technical design and git/confluence documentation
Some Examples Of Of Projects
Customer Lifetime Value & Marketing Mix Modeling
Reinvestment & bonus allocation
User behavior identification and clustering
Personalization with recommendations
Product & feature engagement
Forecasting primary business KPIs
About You
2+ years professional experience as a Data Scientist
University degree in Data Science, Mathematics, Statistics, Engineering, Computer Science, or related field
Proficient at writing code in Python, SQL, and using tools like Pandas to create meaningful data insights and analysis, ideally has built REST APIs with Python using FastAPI, Django, Flask, or others
Experienced at creating algorithms, features, and applying machine learning data models to solve real business problems, creating a competitive market advantage
Experience with API integration to automate business processes, enhancing the sharing and embedding of data between various applications and systems
Iteratively ship DS product versions in an experimental fashion to rapidly adapt and improve products
Understanding of classification, regression and forecasting models and A/B testing.
Experience in cloud infrastructure, MLOps and productionizing ML models and monitoring them
Experience in schema design and dimensional data modeling
Experience provisioning services using Docker, Kubernetes with Terraform, Cloudwatch, GitHub, etc.
Familiarity with Tensorflow, PyTorch, Caffe, and/or Keras
Familiarity with experimentation and machine learning techniques
Nice to Have
Familiarity with MLFlow
Familiarity with Airflow
Experience setting up ML CI / CD pipelines, testing and validating code and components, testing and validating data, data schemas, and models.
Experience with any of Tableau, Mode, Datadog, Looker, ThoughtSpot, etc.
What We Offer
Competitive compensation package.
Comprehensive Benefits package.
Fun, relaxed work environment.
Education and conference reimbursements.
theScore is committed to creating a diverse environment and is proud to be an equal opportunity employer. All qualified applicants will receive consideration for employment without regard to race, color, religion, gender, gender identity or expression, sexual orientation, national origin, genetics, disability or age.

Show less",Full-time
Data Scientist (remote),"Toronto, Ontario, Canada", ,"Tencent Games is looking for a highly motivated Senior Data Scientist to join one of our studios in Canada. The successful candidate will be involved to help achieve the challenge of quality in our current games.

RESPONSIBILITIES

Collaborate closely with the Data team improving internal processes
Help game design, development and marketing teams to identify trends and opportunities
Develop advanced learning algorithms and statistical models to solve critical problems and help deliver incredible player experiences
Architect, implement, deploy, and maintain data science intensive applications
Synthesize data from various sources and extract useful information that will lead to improving the player experience, player retention, game design and effective marketing strategies
Extract and organize data into a reliable user-friendly form and present it to the interested and affected parties
Collaborate with others in implementing initiatives and projects surrounding content production, regional pricing, fraud prevention, vendors and customized offers; supporting and delegating tasks where needed
Follow up with additional analysis once initiatives have begun to determine success or need for continued improvements
Assist in designing and building business intelligence tools for data mining and reporting
Suggest improvements in tools and techniques to help scale the team
Conduct ad hoc data analysis based on current team needs and management priorities
Mentor other Data scientists with the team

REQUIREMENTS

Excellent organizational, communication and interpersonal skills
Bachelor’s degree in a technical or quantitative discipline (Mathematics, Economics, Statistics, Computer Science, MIS, other)
Minimum 3 years of tried and true statistical analysis and data mining experience
A passion for video games and understanding of gaming culture
Experience in the gaming industry, specifically Free to Play gaming is a plus
Experience using Python (or similar) for data analysis, and managing data through relational and non-relational databases (ideally some experience with PostgreSQL and Mongo DB)
Experience in productionizing data science applications and building/managing a data warehouse is a plus
Strong quantitative analysis techniques and qualitative methods, as well as predictive modeling
Demonstrated success presenting complex research data (both qualitative and quantitative) in a clear and compelling manner that inspires action
Excellent organizational, communication and interpersonal skills
Experience directing collaborative projects is a plus
Self-starter who can manage their time effectively and has the interest of integrating into a team of passionate, highly intelligent game developing ninjas
Show less",Full-time
Data Scientist (remote),"Toronto, Ontario, Canada", ,"GivingTuesday is a global generosity movement unleashing the power of people and organizations to transform their communities and the world. The organization works with partners across sectors and borders to understand the drivers and impacts of generosity, explore giving behaviors and patterns, and use data to inspire more giving around the world. GivingTuesday offers the largest philanthropic data collaborative effort in the social sector — with unique, granular datasets from a wide range of organizations featuring key sector information.

As we scale up, we are expanding our team of data scientists and engineers, who will continue to grow and improve our unique data assets, methodologies, and technical infrastructure.

In pursuit of the goals and expansion of the data commons, GivingTuesday partners with key organizations to leverage their expertise to manage and lead different aspects of the work. These data & technology partners (Ajah, With Intent) manage staff, projects, and ongoing functions for the data commons with dedicated staff embedded in GivingTuesday in those capacities in cross-functional roles. This role is one of these positions - managed by our partner organizations but embedded in GivingTuesday’s Data Team.

Senior Data Scientist

Our global data science team works on a diverse set of problems and projects related to learning, insights, and impact measurement in the nonprofit sector. We are looking for a Senior Data Scientist to join our growing team, where they will work with data engineers, analysts, and other team members to develop compelling and useful knowledge products for GivingTuesday stakeholders, including academics, data partners, the social/nonprofit sector, and the general public.

In this role you will:

Work with a wide range of data types from collaborators and institutional partners in the nonprofit ecosystem to deliver analyses with actionable insights
Manage key datasets and improve their usability by creating database dictionaries and user documentation
Improve existing data processing pipelines, automate recurrent operations on core datasets
Stay abreast of new research methods, recommend and implement the right methodologies to solve our research challenges
Create impactful data visualisations and interactive data dashboards for stakeholders
Deliver briefings and rapid-response/ad-hoc data analysis to support the Chief Data Officer in their presentations and media appearances
Guide and mentor junior members of the data science team

We are looking for someone with:

Advanced analytical skills in a research context, conducting exploratory analysis and mapping data flows, integration of datasets and reviewing data sources and tools
Experience with statistical methods including hypothesis testing, regression analysis, and sampling techniques
Experience working with scripting languages (Python preferred) and data querying languages (SQL required)
Solid data visualisation skills (e.g. Looker) and an aptitude for translating technical outputs into compelling stories
Experience with software development tools and practices (e.g. version control, git)
Understanding of legislation around privacy and best practices for securing data
Solid relationship management skills, with the ability to collaborate with a variety of internal stakeholders on complex research initiatives
Outstanding written and oral communication skills in English and an ability to communicate clearly and directly
Interest in the nonprofit and philanthropic sector and use of data to promote better social outcomes

GivingTuesday is actively seeking candidates with unique and diverse work backgrounds to grow our team. We are especially excited to talk to you if have:

Programming tools: Python, Pandas, Jupyter Notebook, SQL, Git
Experience with BI dashboarding tools (ie Looker, PowerBI, Metabase)
Experience working with Airflow, Docker, Kubernetes is an asset
Experience working with data platforms such as Databricks (or other forms of data lakes/warehouses/lakehouses)
An advanced degree in a quantitative field (definitely not required!)

The salary range for this position is $110-150k CAD and we offer all of our employees a competitive benefits package. This is a permanent, remote position for individuals based in Canada or USA.

GivingTuesday is committed to a work environment where our employees feel included, valued, and heard. We value diversity and welcome applications from Indigenous peoples, people from systematically excluded communities, members of the LGBTQ+ community, and people with disabilities. We welcome people from neurodiverse backgrounds. If you require any accessibility accommodation in the interviewing process please let us know.

We know that applying for a job takes a lot of time and energy and we treat every application with care and attention. To apply for this role please provide your resume and a cover letter.

Powered by JazzHR

VX9dLDrwBw
Show less",Full-time
Data Scientist (remote),"Toronto, Ontario, Canada", ,"Job Title: Data Scientist with Machine Learning

Location: Remote | US | Canada

Hire type: Full Time

Work Authorization: USC, GC, GC EAD, H4 EAD, Canadian Citizen, Canadian PR

Responsibilities
Work closely with the VP of the ML/AI practice on client projects/ engagements
Recommend best practices and solution approaches for new client proposals
Oversee junior data scientists in discovery, development, and deployment of the data science process
Supply senior level guidance on approach and methodologies
Solution architect ML operations for deployment of models
Identify critical and emerging technologies that will support and extend the practice capabilities
Oversight of less complex ML/AI model development
Ownership and development of the more complex models
Clearly articulating the methods, formulas, and assumptions and how the models/algorithms are aligned to meet business objectives
Explain complex concepts to others who may not be experts in data science, mathematics, statistics
Apply and advise on best-in-class, data-driven decision process paired with forward thinking business and ML/AI industry trends
Act as the team lead for best-practices, quality assurance of teamwork, and final team filter for quality of methods and deliverables before handing off to leaders
Requirements
10+ years of experience in a Senior level data science role
Masters or PhD in quantitative field such as Mathematics, Statistics, Economics, Data Science. Additional related work experience may be considered in lieu of advanced degree in a quantitative field.
4+ years of experience in working with third party data assets
4+ years of experience in AWS, SageMaker, S3, Athena (or Azure/GCP)
4+ years of experience in SQL, Teradata, Snowflake, Databricks, Apache Spark
4+ years of experience in Python, R, or similar
4+ years of experience in Jenkins, Docker, Git, or similar
Packages/Libraries: Pandas, Numpy, Scikit-Learn, Tensorflow, Keras, Qiskit, Pytorch, Umap, Matplotlib, SQL-Alchemy
Alybyte Inc. is an independent firm providing business and technical service to the United States and Canada customers. We specialize in the design, procurement and delivery of digital services and associated business change activities.

Our technical services focus on ensuring that our customers make best use of emerging information and communications technologies in achieving their business objectives. We combine our strong technical expertise with an excellent understanding of process transformation to harness technology to create solutions that deliver substantial business benefits to our clients.

Our business services combine knowledge of best practice in transformational and process change with 'real world' experience of project delivery to manage and deliver the practical outcomes required to ensure benefits realization.
Show less",Full-time
Data Scientist (remote),"Toronto, Ontario, Canada", ,"Position Summary...At Walmart we believe data and customer intelligence are the foundational pillars of a true customer centric culture which has made Wal-Mart a leader in the retail industry. The individual in this role will leverage a wealth of information from In-Store to Digital transactions and services as well as financial and external data to better understand customer behaviour, leverage AI and Modeling to design and evolve a 360 customer view and deliver actionable insights to stakeholders to drive growth.

The successful candidate will have an established background in solving complex problems, great sense of curiosity with strong technical abilities, excellent project management skills, great communication skills, and the motivation to achieve results in a fast-paced environment. Our team is small, creative, diligent, highly entrepreneurial and business-focused.

What You'll Do...
Lead the data science development process with hands-on analysis and modeling, drawing from multiple of analytical methods to choose the right tool and right level of complexity appropriate for the business challenges
Develop relevant business insights from data using a range of analytical techniques including, but not limited to building predictive models that learn from and scale to massive data sets and the production of interactive data visualizations
Articulate business questions and use mathematical techniques to arrive at an answer using data; Translate analysis results into business recommendations
Help define the analytical direction and influence the direction of the associated engineering and infrastructure work; Perform ad-hoc analysis and present results concisely and persuasively to stakeholders
Collaborate with Digital Analytics as well as International and US Data Leads to enhance and deliver on existing and new methodologies
Partner with various business lines and other stakeholders to identify opportunities to drive business value by leveraging business intelligence, data visualization and machine learning best-practices
Build metrics, reports and dashboards imbedded with data science algorithms using various visualization tools (e.g. Tableau, R, Python)
Drive the creating and evolution of Walmart’s 360 customer view; from design and development of data infrastructure and use cases to delivering on customer insights
Qualifications
3- 5 years of experience in understanding, applying and tuning machine learning algorithms (supervised and unsupervised learning)
Degree in a computer science, applied mathematics, statistics, engineering or machine learning
Track record of diving into data to discover hidden patterns and conducting error/deviation analysis
Experience with various machine learning techniques and key parameters that affect their performance
Ability to develop experimental and analytic plans for data modeling processes, and to accurately determine cause and effect relationships
Proficient/experience in Python (or similar scripting language) and data science tools such as R, Matlab, SQL, Alteryx, Hive, Pig, Spark, Hadoop, Hue, Databricks, etc.
Must be able to explain technical concepts and analyses implications (tell a data story) clearly to a wide business audience/possess excellent communication skills, and be able to translate business objectives into actionable analyses
Strong communication and influencing skills
Expertise in consumer/retail analytics would be an asset
Minimum Qualifications...

Outlined below are the required minimum qualifications for this position. If none are listed, there are no minimum qualifications.

Age - 16 or older

Preferred Qualifications...

Outlined below are the optional preferred qualifications for this position. If none are listed, there are no preferred qualifications.

Walmart will accommodate the disability-related needs of applicants and associates as required by law.

Primary Location…

1940 ARGENTIA RD, MISSISSAUGA, ON L5N 1P9, Canada

Are you currently a Walmart associate?

Please login to your Workday account and use the Find Jobs report to apply for this job.
Find Jobs
R-1194036
Show less",Full-time
